OBJECTID,uuid,event_id,event_name,start_date,end_date,locality,season,geometry_source,year,long,lat,location,OBJECTID,TARGET_FID,DATASETNAM,COMPLEVEL,WSCMDA,WSCSDA,WSCSSDA,FDA,WSCMDANAME,WSCSDANAME,WSCSSDANAM
813,4d5a4db4-9d7f-4146-8f21-9e48555dc652,45cc7fe3-ee7d-4ffa-9714-eeda1056ad93,,4/26/2009,n/a - nd,Saint-Joseph-des-Érables,spring,MSPQ,2009,-71,46.2954886,-70.92416139999995 46.295488600000056,813,813,02PJ000,NHN-CL2,2,02P,02PJ,02PJ,St. Lawrence Drainage Area,Lower St. Lawrence,Chaudière
823,d91256ef-8c83-4437-abda-12d77d8fbf79,8d45d0e6-f9a1-4560-b41a-b964b0ad0a2e,,5/6/2011,n/a - nd,Scott,spring,MSPQ,2011,-71,46.5078278,-71.08419659999998 46.50782780000003,823,823,02PJ000,NHN-CL2,2,02P,02PJ,02PJ,St. Lawrence Drainage Area,Lower St. Lawrence,Chaudière
828,17ec117b-30dd-4de3-93b7-2c6892f44455,b513a4b2-3ced-4383-8c72-b49e46387996,,4/4/2005,n/a - nd,Saint-Martin,spring,MSPQ,2005,-71,46.0343703,-70.66265279999993 46.034370300000035,828,828,02PJ000,NHN-CL2,2,02P,02PJ,02PJ,St. Lawrence Drainage Area,Lower St. Lawrence,Chaudière
855,447e6f7f-58c5-46ab-94e5-c2e702022c23,55163fc5-d04a-4174-8dc6-68e24fd9cd2c,,4/11/2015,4/12/2015,Beauceville,spring,MSPQ,2015,-71,46.2151178,-70.78001639999997 46.21511780000003,855,855,02PJ000,NHN-CL2,2,02P,02PJ,02PJ,St. Lawrence Drainage Area,Lower St. Lawrence,Chaudière
907,6f12f3d0-e37e-4ccb-8e91-2a3eb0d2a894,0ab555b9-1d4b-49ce-bf72-3b82f8947daa,,4/2/2008,4/2/2008,Saint-Georges,spring,MSPQ,2008,-71,46.112369,-70.66303069999998 46.11236900000006,907,907,02PJ000,NHN-CL2,2,02P,02PJ,02PJ,St. Lawrence Drainage Area,Lower St. Lawrence,Chaudière
927,a1cb7adc-49d7-460d-b4cc-9ed4c4e37e95,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Vallée-Jonction,spring,MSPQ,2017,-71,46.3740239,-70.92531189999994 46.374023900000054,927,927,02PJ000,NHN-CL2,2,02P,02PJ,02PJ,St. Lawrence Drainage Area,Lower St. Lawrence,Chaudière
938,6240c500-f0dc-4fdf-8b24-d2573836da90,de8d7590-985b-48c3-8b5e-51e27900e793,,4/17/1994,n/a - nd,Sainte-Marie,spring,MSPQ,1994,-71,46.4366187,-71.02600399999994 46.436618700000054,938,938,02PJ000,NHN-CL2,2,02P,02PJ,02PJ,St. Lawrence Drainage Area,Lower St. Lawrence,Chaudière
944,23ceec70-a1cb-472d-bbbf-eb1c03891da8,4c933a14-d949-4987-bf3a-0c7137630e97,,1/25/1996,n/a - nd,Vallée-Jonction,winter,MSPQ,1996,-71,46.3726985,-70.92369429999997 46.37269850000007,944,944,02PJ000,NHN-CL2,2,02P,02PJ,02PJ,St. Lawrence Drainage Area,Lower St. Lawrence,Chaudière
1309,6422ba38-b622-41d3-a1b3-7d5c731769f4,b513a4b2-3ced-4383-8c72-b49e46387996,,4/4/2005,n/a - nd,Lévis,spring,MSPQ,2005,-71,46.7181195,-71.25968429999995 46.71811950000006,1309,1309,02PJ000,NHN-CL2,2,02P,02PJ,02PJ,St. Lawrence Drainage Area,Lower St. Lawrence,Chaudière
1310,a52ccd92-8a3c-4ea5-b8a5-7c263f378b09,8c901daf-8e02-4bcb-96a5-777dd6d23265,,3/26/2021,3/31/2021,Lévis,spring,MSPQ,2021,-71,46.7111757,-71.28176809999997 46.71117570000007,1310,1310,02PJ000,NHN-CL2,2,02P,02PJ,02PJ,St. Lawrence Drainage Area,Lower St. Lawrence,Chaudière
1315,f0719f7f-1968-4103-ad21-54cf61ea1179,3892824f-bd8c-40ee-a641-4bf5176fed91,,4/3/2004,n/a - nd,Lévis,spring,MSPQ,2004,-71,46.6360734,-71.33170999999999 46.63607340000004,1315,1315,02PJ000,NHN-CL2,2,02P,02PJ,02PJ,St. Lawrence Drainage Area,Lower St. Lawrence,Chaudière
1334,c9c54363-dbb4-4f02-8b66-6c3b48362bc4,dc14cd63-1e9b-4dfd-abae-ef250ed39bfd,,4/29/2008,5/1/2008,Vallée-Jonction,spring,MSPQ,2008,-71,46.3751395,-70.92402129999994 46.375139500000046,1334,1334,02PJ000,NHN-CL2,2,02P,02PJ,02PJ,St. Lawrence Drainage Area,Lower St. Lawrence,Chaudière
1400,76d9ca53-cab8-42ed-b296-ed072fd75461,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Saint-Joseph-de-Beauce,spring,MSPQ,2017,-71,46.3047986,-70.87986879999994 46.30479860000003,1400,1400,02PJ000,NHN-CL2,2,02P,02PJ,02PJ,St. Lawrence Drainage Area,Lower St. Lawrence,Chaudière
1403,f3d238a3-351b-4d1b-b53c-c7db093ca770,dc14cd63-1e9b-4dfd-abae-ef250ed39bfd,,4/29/2008,5/1/2008,Lac-Drolet,spring,MSPQ,2008,-71,45.6862824,-70.78752099999997 45.68628240000004,1403,1403,02PJ000,NHN-CL2,2,02P,02PJ,02PJ,St. Lawrence Drainage Area,Lower St. Lawrence,Chaudière
1424,c8fad892-cc08-45f4-9f75-4005139bfe0c,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Saint-Joseph-des-Érables,spring,MSPQ,2017,-71,46.3054162,-70.88967499999995 46.30541620000008,1424,1424,02PJ000,NHN-CL2,2,02P,02PJ,02PJ,St. Lawrence Drainage Area,Lower St. Lawrence,Chaudière
1490,d6a827e5-e694-4f82-bafd-0ab45cb6fbb3,de8d7590-985b-48c3-8b5e-51e27900e793,,4/17/1994,n/a - nd,Saint-Joseph-de-Beauce,spring,MSPQ,1994,-71,46.3129716,-70.88352539999994 46.312971600000026,1490,1490,02PJ000,NHN-CL2,2,02P,02PJ,02PJ,St. Lawrence Drainage Area,Lower St. Lawrence,Chaudière
1510,ca049f68-8d8b-4f94-9353-a9d8dc438d44,e287ed58-0d88-45f9-8fe8-cc31b2d25fbe,,4/24/2007,n/a - nd,Vallée-Jonction,spring,MSPQ,2007,-71,46.3755915,-70.93497629999996 46.37559150000004,1510,1510,02PJ000,NHN-CL2,2,02P,02PJ,02PJ,St. Lawrence Drainage Area,Lower St. Lawrence,Chaudière
1526,5aadfb5f-ed53-42a3-bf06-ddd39f91c59a,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Beauceville,spring,MSPQ,2017,-71,46.2582119,-70.83334999999994 46.25821190000005,1526,1526,02PJ000,NHN-CL2,2,02P,02PJ,02PJ,St. Lawrence Drainage Area,Lower St. Lawrence,Chaudière
1541,d5dd9450-76bf-45fc-b347-fac1961d6dc8,de8d7590-985b-48c3-8b5e-51e27900e793,,4/17/1994,n/a - nd,Sainte-Marie,spring,MSPQ,1994,-71,46.4408777,-71.02222799999998 46.440877700000044,1541,1541,02PJ000,NHN-CL2,2,02P,02PJ,02PJ,St. Lawrence Drainage Area,Lower St. Lawrence,Chaudière
1554,c8b5b138-c8e9-48b7-bb33-e627214adba7,8d45d0e6-f9a1-4560-b41a-b964b0ad0a2e,,5/6/2011,n/a - nd,Scott,spring,MSPQ,2011,-71,46.5007608,-71.07877759999997 46.50076080000008,1554,1554,02PJ000,NHN-CL2,2,02P,02PJ,02PJ,St. Lawrence Drainage Area,Lower St. Lawrence,Chaudière
1558,1ac92f0c-f5f9-47d9-ad58-b79427e645ca,ad2ab0c2-a577-4493-bc2c-305c8871d021,,4/1/1991,n/a - nd,Vallée-Jonction,spring,MSPQ,1991,-71,46.3764885,-70.92163429999994 46.37648850000005,1558,1558,02PJ000,NHN-CL2,2,02P,02PJ,02PJ,St. Lawrence Drainage Area,Lower St. Lawrence,Chaudière
1565,85f701cd-dede-47fd-87be-603c98832cb2,4a83c67d-198a-4be6-804a-0bed78304dcc,,3/29/1998,4/2/1998,Vallée-Jonction,spring,MSPQ,1998,-71,46.3778985,-70.92655099999996 46.37789850000007,1565,1565,02PJ000,NHN-CL2,2,02P,02PJ,02PJ,St. Lawrence Drainage Area,Lower St. Lawrence,Chaudière
1579,9821bdeb-d777-4738-b8f0-1ef9ca448b52,e287ed58-0d88-45f9-8fe8-cc31b2d25fbe,,4/24/2007,n/a - nd,Scott,spring,MSPQ,2007,-71,46.5027178,-71.07860859999994 46.50271780000003,1579,1579,02PJ000,NHN-CL2,2,02P,02PJ,02PJ,St. Lawrence Drainage Area,Lower St. Lawrence,Chaudière
1586,49cedbfd-51ae-4c43-83a4-3f423d002576,55163fc5-d04a-4174-8dc6-68e24fd9cd2c,,4/11/2015,4/12/2015,Sainte-Marie,spring,MSPQ,2015,-71,46.4416279,-71.02114499999993 46.44162790000007,1586,1586,02PJ000,NHN-CL2,2,02P,02PJ,02PJ,St. Lawrence Drainage Area,Lower St. Lawrence,Chaudière
1588,45ec3ac8-484e-4062-bd8a-39ad0870ac49,45cc7fe3-ee7d-4ffa-9714-eeda1056ad93,,4/26/2009,n/a - nd,Beauceville,spring,MSPQ,2009,-71,46.2160029,-70.77867209999994 46.216002900000035,1588,1588,02PJ000,NHN-CL2,2,02P,02PJ,02PJ,St. Lawrence Drainage Area,Lower St. Lawrence,Chaudière
1603,f4dec803-b44f-4d89-8aaa-38099d3b79ee,1bf8dbca-cc7f-4713-aaa7-5a01e7f99f7d,,4/10/1993,n/a - nd,Beauceville,spring,MSPQ,1993,-71,46.214709,-70.77949909999995 46.21470900000003,1603,1603,02PJ000,NHN-CL2,2,02P,02PJ,02PJ,St. Lawrence Drainage Area,Lower St. Lawrence,Chaudière
1608,8a853ee9-080e-4310-97f4-a33528a4f74c,e94c9f60-4723-4586-adac-9486187adda3,,3/29/2020,5/17/2020,Scott,spring,MSPQ,2020,-71,46.5,-71.06666659999996 46.50000000000006,1608,1608,02PJ000,NHN-CL2,2,02P,02PJ,02PJ,St. Lawrence Drainage Area,Lower St. Lawrence,Chaudière
37,bbce4030-f799-427e-8ee4-10892b1fe3b2,6e8e11e9-08f2-477f-ab93-6a6ab343c42e,,3/14/2019,3/16/2019,Thetford Mines,winter,MSPQ,2019,-71,46.088908,-71.30195199999997 46.08890800000006,37,37,02PL000,NHN-CL2,2,02P,02PL,02PL,St. Lawrence Drainage Area,Lower St. Lawrence,Bécancour
52,c3865357-bdb4-4288-ac8b-e197a3d16e2f,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Saint-Pierre-Baptiste,spring,MSPQ,2017,-72,46.2047189,-71.55394469999999 46.204718900000046,52,52,02PL000,NHN-CL2,2,02P,02PL,02PL,St. Lawrence Drainage Area,Lower St. Lawrence,Bécancour
90,e48e479f-46f3-4928-add0-17e1c76188ab,023493ce-1382-4da3-adf8-aca6a9a5a867,,4/1/2014,n/a - nd,Inverness,spring,MSPQ,2014,-72,46.2586416,-71.51710239999994 46.25864160000003,90,90,02PL000,NHN-CL2,2,02P,02PL,02PL,St. Lawrence Drainage Area,Lower St. Lawrence,Bécancour
241,f3ea8414-d01f-4848-85ab-7e26864c231f,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Bécancour,spring,MSPQ,2017,-72,46.3688575,-72.44269459999998 46.36885750000005,241,241,02PL000,NHN-CL2,2,02P,02PL,02PL,St. Lawrence Drainage Area,Lower St. Lawrence,Bécancour
280,7147eb4f-e4eb-47e6-b976-1853995f8a22,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Saint-Ferdinand,spring,MSPQ,2017,-72,46.1442258,-71.59126069999996 46.14422580000007,280,280,02PL000,NHN-CL2,2,02P,02PL,02PL,St. Lawrence Drainage Area,Lower St. Lawrence,Bécancour
369,e3d12343-1ee5-40e6-bde5-207797a71e10,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Bécancour,spring,MSPQ,2017,-72,46.2516511,-72.34978449999994 46.25165110000006,369,369,02PL000,NHN-CL2,2,02P,02PL,02PL,St. Lawrence Drainage Area,Lower St. Lawrence,Bécancour
404,276d0700-b1d9-450d-a9ec-9b23d3f4cb35,b513a4b2-3ced-4383-8c72-b49e46387996,,4/4/2005,n/a - nd,Saint-Jacques-de-Leeds,spring,MSPQ,2005,-71,46.28672,-71.33543529999997 46.28672000000006,404,404,02PL000,NHN-CL2,2,02P,02PL,02PL,St. Lawrence Drainage Area,Lower St. Lawrence,Bécancour
507,0bfb4b8b-4907-4fb0-b807-f52f59c672d3,8c901daf-8e02-4bcb-96a5-777dd6d23265,,3/26/2021,3/31/2021,Notre-Dame-de-Lourdes,spring,MSPQ,2021,-72,46.3230367,-71.82713459999997 46.323036700000046,507,507,02PL000,NHN-CL2,2,02P,02PL,02PL,St. Lawrence Drainage Area,Lower St. Lawrence,Bécancour
509,b9396a50-4461-4e85-9beb-cea6d660dcfb,4a83c67d-198a-4be6-804a-0bed78304dcc,,3/29/1998,4/2/1998,Notre-Dame-de-Lourdes,spring,MSPQ,1998,-72,46.3230367,-71.82713459999997 46.323036700000046,509,509,02PL000,NHN-CL2,2,02P,02PL,02PL,St. Lawrence Drainage Area,Lower St. Lawrence,Bécancour
519,ffb3b664-17da-4d3b-93de-94e26ec18db4,023493ce-1382-4da3-adf8-aca6a9a5a867,,4/1/2014,n/a - nd,Saint-Ferdinand,spring,MSPQ,2014,-72,46.1103934,-71.56596029999997 46.11039340000008,519,519,02PL000,NHN-CL2,2,02P,02PL,02PL,St. Lawrence Drainage Area,Lower St. Lawrence,Bécancour
562,b1eb6b24-ec4d-4b09-be98-2e2ff333f644,8d45d0e6-f9a1-4560-b41a-b964b0ad0a2e,,5/6/2011,n/a - nd,Saint-Pierre-de-Broughton,spring,MSPQ,2011,-71,46.2335206,-71.20224919999998 46.23352060000008,562,562,02PL000,NHN-CL2,2,02P,02PL,02PL,St. Lawrence Drainage Area,Lower St. Lawrence,Bécancour
635,57e8374d-8ed1-4432-b245-645886f2e5ea,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Bécancour,spring,MSPQ,2017,-72,46.3668277,-72.44263629999995 46.366827700000044,635,635,02PL000,NHN-CL2,2,02P,02PL,02PL,St. Lawrence Drainage Area,Lower St. Lawrence,Bécancour
1299,edd75a92-12f3-4a1e-aea7-c6b267dc7b90,55163fc5-d04a-4174-8dc6-68e24fd9cd2c,,4/11/2015,4/12/2015,Saint-Louis-de-Blandford,spring,MSPQ,2015,-72,46.2496493,-71.98479259999993 46.249649300000044,1299,1299,02PL000,NHN-CL2,2,02P,02PL,02PL,St. Lawrence Drainage Area,Lower St. Lawrence,Bécancour
1300,047a94f3-0a58-4cfb-a6ca-4b6ef57597e7,368d2283-1e25-47c3-93fc-5c4e7d0a8fde,,2/25/2017,2/26/2017,Bécancour,winter,MSPQ,2017,-72,46.3352085,-72.43561399999999 46.33520850000008,1300,1300,02PL000,NHN-CL2,2,02P,02PL,02PL,St. Lawrence Drainage Area,Lower St. Lawrence,Bécancour
1302,fb2d0ffe-9b51-4c4f-a6cd-ea43d5f065b9,c543b74f-a92b-4ed8-b6ef-0ffff58cabcc,,4/10/2008,4/11/2008,Bécancour,spring,MSPQ,2008,-72,46.3368004,-72.44078109999998 46.33680040000007,1302,1302,02PL000,NHN-CL2,2,02P,02PL,02PL,St. Lawrence Drainage Area,Lower St. Lawrence,Bécancour
1303,97da6d77-fbe3-48b5-ad26-d0bc2765b0e8,e94c9f60-4723-4586-adac-9486187adda3,,3/29/2020,5/17/2020,Bécancour,spring,MSPQ,2020,-72,46.3457314,-72.43942109999995 46.345731400000034,1303,1303,02PL000,NHN-CL2,2,02P,02PL,02PL,St. Lawrence Drainage Area,Lower St. Lawrence,Bécancour
1304,f73ab72e-977d-4579-abe1-9edbbeb20f74,4c933a14-d949-4987-bf3a-0c7137630e97,,1/25/1996,n/a - nd,Bécancour,winter,MSPQ,1996,-72,46.3457314,-72.43942109999995 46.345731400000034,1304,1304,02PL000,NHN-CL2,2,02P,02PL,02PL,St. Lawrence Drainage Area,Lower St. Lawrence,Bécancour
1543,19b3dcde-59e3-48f6-966c-4de5205f5dad,45cc7fe3-ee7d-4ffa-9714-eeda1056ad93,,4/26/2009,n/a - nd,Thetford Mines,spring,MSPQ,2009,-71,46.0950015,-71.30219999999997 46.09500150000008,1543,1543,02PL000,NHN-CL2,2,02P,02PL,02PL,St. Lawrence Drainage Area,Lower St. Lawrence,Bécancour
1574,13795dc2-8f2e-49c7-8cdd-d03e7532b7b8,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Bécancour,spring,MSPQ,2017,-72,46.3637518,-72.44115189999997 46.363751800000045,1574,1574,02PL000,NHN-CL2,2,02P,02PL,02PL,St. Lawrence Drainage Area,Lower St. Lawrence,Bécancour
1623,8eb6b04e-424d-4e44-b143-b2d20936b5f5,724c595b-edde-4967-9c31-f531c6f76cfc,,1/3/2023,n/a - nd,Bécancour,winter,CGNDB,2023,-72,46.34808,-72.43454599999995 46.34808000000004,1623,1623,02PL000,NHN-CL2,2,02P,02PL,02PL,St. Lawrence Drainage Area,Lower St. Lawrence,Bécancour
139,befd4cec-7b59-4d26-8e39-4aed6712e8a1,8d45d0e6-f9a1-4560-b41a-b964b0ad0a2e,,5/6/2011,n/a - nd,Saint-Marcellin,spring,MSPQ,2011,-68,48.3379396,-68.28040699999997 48.33793960000003,139,139,02QA001,NHN-CL2,2,02Q,02QA,02QA,St. Lawrence Drainage Area,Northern Gaspé Peninsula,Rimouski
143,91f7bbbe-0e6b-4745-8dea-20129ca6e249,dc14cd63-1e9b-4dfd-abae-ef250ed39bfd,,4/29/2008,5/1/2008,Saint-Marcellin,spring,MSPQ,2008,-68,48.3522153,-68.22905109999994 48.35221530000007,143,143,02QA001,NHN-CL2,2,02Q,02QA,02QA,St. Lawrence Drainage Area,Northern Gaspé Peninsula,Rimouski
144,5de24354-2218-472c-89ca-d58a440f6dbf,8d45d0e6-f9a1-4560-b41a-b964b0ad0a2e,,5/6/2011,n/a - nd,Saint-Joseph-de-Lepage,spring,MSPQ,2011,-68,48.5576134,-68.17670589999994 48.55761340000004,144,144,02QA001,NHN-CL2,2,02Q,02QA,02QA,St. Lawrence Drainage Area,Northern Gaspé Peninsula,Rimouski
145,51010aed-7ffc-4587-bba3-9e7bcae63cb9,69e501b6-0da1-412b-aba1-ba15cf83d5b4,,2/1/2013,n/a - nd,Saint-Marcellin,winter,MSPQ,2013,-68,48.3377503,-68.22547619999995 48.33775030000004,145,145,02QA001,NHN-CL2,2,02Q,02QA,02QA,St. Lawrence Drainage Area,Northern Gaspé Peninsula,Rimouski
146,63baa372-e48b-417b-9b67-e4c2b3dc9847,8d45d0e6-f9a1-4560-b41a-b964b0ad0a2e,,5/6/2011,n/a - nd,Saint-Marcellin,spring,MSPQ,2011,-68,48.3391258,-68.22478219999994 48.33912580000003,146,146,02QA001,NHN-CL2,2,02Q,02QA,02QA,St. Lawrence Drainage Area,Northern Gaspé Peninsula,Rimouski
147,bbf8e4df-3f81-4693-9cbb-1991ce387cf5,1afa7b8e-00d2-47ef-8193-1ae7cd0cb13c,,5/4/2010,n/a - nd,Sainte-Angèle-de-Mérici,spring,MSPQ,2010,-68,48.5352635,-68.12757299999998 48.53526350000004,147,147,02QA001,NHN-CL2,2,02Q,02QA,02QA,St. Lawrence Drainage Area,Northern Gaspé Peninsula,Rimouski
148,1c13465f-51dd-4239-afe0-cb878ce9ac25,fb629733-7634-4b7b-89ac-87c3a4dd5b8d,,5/12/2014,5/14/2014,Sainte-Angèle-de-Mérici,spring,MSPQ,2014,-68,48.5246225,-68.09207299999997 48.52462250000008,148,148,02QA001,NHN-CL2,2,02Q,02QA,02QA,St. Lawrence Drainage Area,Northern Gaspé Peninsula,Rimouski
149,82503f85-219b-4f69-9c40-691fe0b29992,023493ce-1382-4da3-adf8-aca6a9a5a867,,4/1/2014,n/a - nd,Sainte-Angèle-de-Mérici,spring,MSPQ,2014,-68,48.5245215,-68.09196199999997 48.52452150000005,149,149,02QA001,NHN-CL2,2,02Q,02QA,02QA,St. Lawrence Drainage Area,Northern Gaspé Peninsula,Rimouski
150,8fc75c33-ed1d-438e-b672-1bf0cf99e8ec,8d45d0e6-f9a1-4560-b41a-b964b0ad0a2e,,5/6/2011,n/a - nd,Sainte-Angèle-de-Mérici,spring,MSPQ,2011,-68,48.5036706,-68.07949599999995 48.50367060000008,150,150,02QA001,NHN-CL2,2,02Q,02QA,02QA,St. Lawrence Drainage Area,Northern Gaspé Peninsula,Rimouski
215,586f69bf-6c92-4440-8fce-e222d5b7aec5,eb90c263-6e20-48e8-a9ae-dc650ce6844a,,3/13/2013,n/a - nd,L'Isle-Verte,spring,MSPQ,2013,-69,48.0085287,-69.34408559999997 48.008528700000056,215,215,02QA003,NHN-CL2,2,02Q,02QA,02QA,St. Lawrence Drainage Area,Northern Gaspé Peninsula,Rimouski
238,c6b78848-4b30-4d0e-a2c9-502b3c05c029,023493ce-1382-4da3-adf8-aca6a9a5a867,,4/1/2014,n/a - nd,Sainte-Flavie,spring,MSPQ,2014,-68,48.6067333,-68.22217389999997 48.60673330000003,238,238,02QA001,NHN-CL2,2,02Q,02QA,02QA,St. Lawrence Drainage Area,Northern Gaspé Peninsula,Rimouski
282,a0febda8-2948-4cfb-83a9-aa715f47f3ca,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Sainte-Angèle-de-Mérici,spring,MSPQ,2017,-68,48.5244288,-68.09242289999997 48.52442880000007,282,282,02QA001,NHN-CL2,2,02Q,02QA,02QA,St. Lawrence Drainage Area,Northern Gaspé Peninsula,Rimouski
297,e01335ba-15f2-42a6-b8a0-9adaa9334d20,dc14cd63-1e9b-4dfd-abae-ef250ed39bfd,,4/29/2008,5/1/2008,Sainte-Jeanne-d'Arc,spring,MSPQ,2008,-68,48.4580287,-68.01022109999997 48.45802870000006,297,297,02QA001,NHN-CL2,2,02Q,02QA,02QA,St. Lawrence Drainage Area,Northern Gaspé Peninsula,Rimouski
304,1c0d775c-aecc-4b12-9820-6edd96fc6d75,1afa7b8e-00d2-47ef-8193-1ae7cd0cb13c,,5/4/2010,n/a - nd,,spring,MSPQ,2010,-68,48.4973515,-68.24998229999994 48.497351500000036,304,304,02QA001,NHN-CL2,2,02Q,02QA,02QA,St. Lawrence Drainage Area,Northern Gaspé Peninsula,Rimouski
305,c577c8f9-3c09-4cad-bf32-2b7ccd3b9cb0,023493ce-1382-4da3-adf8-aca6a9a5a867,,4/1/2014,n/a - nd,La Rédemption,spring,MSPQ,2014,-68,48.4446049,-67.88184239999998 48.44460490000006,305,305,02QA001,NHN-CL2,2,02Q,02QA,02QA,St. Lawrence Drainage Area,Northern Gaspé Peninsula,Rimouski
306,feba7f17-a7b4-4455-8ff2-fcc0e44a6bbd,727d1cdd-a807-44a8-b670-95842fa00980,,3/9/2005,n/a - nd,Sainte-Jeanne-d'Arc,spring,MSPQ,2005,-68,48.4449763,-67.99123799999995 48.444976300000064,306,306,02QA001,NHN-CL2,2,02Q,02QA,02QA,St. Lawrence Drainage Area,Northern Gaspé Peninsula,Rimouski
307,173387fb-a7a2-4a2e-a2fc-a84b26edfb08,92dceb97-6538-48af-aecc-4a0dfb5f53a2,,12/24/2004,n/a - nd,Sainte-Jeanne-d'Arc,winter,MSPQ,2004,-68,48.4572768,-68.00793809999993 48.457276800000045,307,307,02QA001,NHN-CL2,2,02Q,02QA,02QA,St. Lawrence Drainage Area,Northern Gaspé Peninsula,Rimouski
315,77dd97b8-d357-462f-960a-dfe7eaa2e094,fb629733-7634-4b7b-89ac-87c3a4dd5b8d,,5/12/2014,5/14/2014,Sainte-Jeanne-d'Arc,spring,MSPQ,2014,-68,48.4949897,-67.95947339999998 48.494989700000076,315,315,02QA001,NHN-CL2,2,02Q,02QA,02QA,St. Lawrence Drainage Area,Northern Gaspé Peninsula,Rimouski
406,d24c679b-d507-4553-b403-ed7df52d04fb,8d45d0e6-f9a1-4560-b41a-b964b0ad0a2e,,5/6/2011,n/a - nd,Saint-Antonin,spring,MSPQ,2011,-69,47.7316263,-69.41458019999999 47.73162630000007,406,406,02QA003,NHN-CL2,2,02Q,02QA,02QA,St. Lawrence Drainage Area,Northern Gaspé Peninsula,Rimouski
412,fcc777dd-a1f4-46c6-9b02-c4bfe84fb232,55163fc5-d04a-4174-8dc6-68e24fd9cd2c,,4/11/2015,4/12/2015,L'Isle-Verte,spring,MSPQ,2015,-69,48.0084044,-69.34372649999995 48.008404400000074,412,412,02QA003,NHN-CL2,2,02Q,02QA,02QA,St. Lawrence Drainage Area,Northern Gaspé Peninsula,Rimouski
413,868b6808-1ed7-4247-8eb7-b3d65d8b349d,3ee828b0-753c-4e36-843e-462835033c7a,,12/18/2000,n/a - nd,L'Isle-Verte,winter,MSPQ,2000,-69,48.0084187,-69.34399289999993 48.00841870000005,413,413,02QA003,NHN-CL2,2,02Q,02QA,02QA,St. Lawrence Drainage Area,Northern Gaspé Peninsula,Rimouski
414,2400291f-b9f6-4521-83ca-9fa7bbf75d9f,023493ce-1382-4da3-adf8-aca6a9a5a867,,4/1/2014,n/a - nd,L'Isle-Verte,spring,MSPQ,2014,-69,48.0086748,-69.34526069999998 48.00867480000005,414,414,02QA003,NHN-CL2,2,02Q,02QA,02QA,St. Lawrence Drainage Area,Northern Gaspé Peninsula,Rimouski
530,b07f58d8-cc6d-464c-b769-58d90620b079,de8d7590-985b-48c3-8b5e-51e27900e793,,4/17/1994,n/a - nd,Saint-Fabien,spring,MSPQ,1994,-69,48.2852703,-68.86818179999995 48.285270300000036,530,530,02QA002,NHN-CL2,2,02Q,02QA,02QA,St. Lawrence Drainage Area,Northern Gaspé Peninsula,Rimouski
535,93b79224-4acc-489a-b884-9696cba5c6d7,de8d7590-985b-48c3-8b5e-51e27900e793,,4/17/1994,n/a - nd,Rimouski,spring,MSPQ,1994,-69,48.4057676,-68.52278959999995 48.40576760000005,535,535,02QA002,NHN-CL2,2,02Q,02QA,02QA,St. Lawrence Drainage Area,Northern Gaspé Peninsula,Rimouski
560,9288cbd5-896f-4e62-b68a-b8afab5ba3cb,15c4816e-a892-4a0f-9bbb-4ce2cceeb77e,,4/7/2017,5/15/2017,Sainte-Jeanne-d'Arc,spring,MSPQ,2017,-68,48.4826541,-68.02482619999995 48.48265410000005,560,560,02QA001,NHN-CL2,2,02Q,02QA,02QA,St. Lawrence Drainage Area,Northern Gaspé Peninsula,Rimouski
629,74e7b188-6567-494f-993f-a7a759089448,dc14cd63-1e9b-4dfd-abae-ef250ed39bfd,,4/29/2008,5/1/2008,Saint-Jean-de-Dieu,spring,MSPQ,2008,-69,48.0081425,-69.03664239999995 48.008142500000076,629,629,02QA003,NHN-CL2,2,02Q,02QA,02QA,St. Lawrence Drainage Area,Northern Gaspé Peninsula,Rimouski
630,bc859173-65a6-43ae-a7b8-9664b2bb8b0a,dc14cd63-1e9b-4dfd-abae-ef250ed39bfd,,4/29/2008,5/1/2008,Saint-Mathieu-de-Rioux,spring,MSPQ,2008,-69,48.1692207,-69.03350719999997 48.16922070000004,630,630,02QA002,NHN-CL2,2,02Q,02QA,02QA,St. Lawrence Drainage Area,Northern Gaspé Peninsula,Rimouski
